Body Name,Business Area and Description,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,1005,Adult Social Care,Home Care ,20/12/2024,1908679825,Homecare Support,"£1,122.77"
Manchester City Council,1004,Childrens & Education Services,Professional fees,06/12/2024,5105964701,Redacted Personal Information,"£1,122.50"
Manchester City Council,1004,Childrens & Education Services,Professional fees,06/12/2024,5105964698,Redacted Personal Information,"£1,122.50"
Manchester City Council,1004,Childrens & Education Services,Payments for services,10/12/2024,5105965002,Staff Resources Ltd,"£1,122.00"
Manchester City Council,1007,Corporate Services,Electricity,12/12/2024,1908671678,Haven Power Ltd,"£1,121.24"
Manchester City Council,1011,Chief Executives,Printing,09/12/2024,5105964615,PermiServ Limited,"£1,121.00"
Manchester City Council,1000,Manchester Leisure,Electricity,12/12/2024,1908671146,Haven Power Ltd,"£1,120.13"
Manchester City Council,1012,Regeneration Finance,Home Care ,19/12/2024,1908678297,Community Minded Ltd,"£1,120.00"
Manchester City Council,1000,Manchester Leisure,Electricity,12/12/2024,1908671157,Haven Power Ltd,"£1,119.15"
Manchester City Council,1000,Manchester Leisure,Electricity,12/12/2024,1908671073,Haven Power Ltd,"£1,117.58"
Manchester City Council,1007,Corporate Services,Hire of Premises,20/12/2024,1908678087,NML Trading Ltd,"£1,117.50"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668769,Redacted Personal Information,"£1,117.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683315,Redacted Personal Information,"£1,117.00"
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908666808,Meridian Health and Social Care Ltd,"£1,116.28"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669054,Redacted Personal Information,"£1,115.94"
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908658005,Westwood Homecare (Northwest) Lt,"£1,115.50"
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673762,Meridian Health and Social Care Ltd,"£1,115.14"
Manchester City Council,1013,Highways Services,Building Materials for direct delivery,16/12/2024,5105966315,Glasdon U.K. Limited,"£1,114.96"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683780,Redacted Personal Information,"£1,112.20"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669021,Redacted Personal Information,"£1,112.20"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669269,Redacted Personal Information,"£1,112.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683141,Redacted Personal Information,"£1,112.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669654,Redacted Personal Information,"£1,110.86"
Manchester City Council,1005,Adult Social Care,Day Care Payments,09/12/2024,1908665283,Age UK Manchester,"£1,109.76"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683664,Redacted Personal Information,"£1,108.80"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669279,Redacted Personal Information,"£1,108.80"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683186,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683859,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683953,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669267,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669270,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683183,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683108,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669148,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683564,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683325,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669286,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669282,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669277,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683958,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669271,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683147,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669148,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683631,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669670,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683562,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683631,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668727,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683692,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669284,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683179,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669272,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669280,Redacted Personal Information,"£1,104.00"
Manchester City Council,1005,Adult Social Care,Home Care ,05/12/2024,1908662224,Age UK Manchester,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669285,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669278,Redacted Personal Information,"£1,104.00"
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665107,H.G. Care Services Ltd,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683123,Redacted Personal Information,"£1,104.00"
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908657958,Age UK Manchester,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683137,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669283,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683148,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683899,Redacted Personal Information,"£1,104.00"
Manchester City Council,1005,Adult Social Care,Day Care Payments,11/12/2024,1908669706,AJ's Academy,"£1,102.80"
Manchester City Council,1000,Manchester Leisure,Electricity,12/12/2024,1908671131,Haven Power Ltd,"£1,101.84"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669292,Redacted Personal Information,"£1,100.14"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683544,Redacted Personal Information,"£1,100.14"
Manchester City Council,1000,Manchester Leisure,Professional fees,06/12/2024,5105964562,Redacted Personal Information,"£1,100.00"
Manchester City Council,1000,Manchester Leisure,Payments to Sub-Contractors,12/12/2024,5105965456,Willfab Ltd,"£1,100.00"
Manchester City Council,1002,Hospitality + Trading Services,Goods purchased for resale in Council outlets,06/12/2024,5105964498,Treasured Memories Ltd,"£1,099.15"
Manchester City Council,1004,Childrens & Education Services,Personal needs of client,04/12/2024,5105964115,Staff Resources Ltd,"£1,096.50"
Manchester City Council,1011,Chief Executives,Printing,02/12/2024,5105963873,Browns CTP Ltd,"£1,095.00"
Manchester City Council,1007,Corporate Services,Training and Development,16/12/2024,5105966235,McKenzie LLP,"£1,095.00"
Manchester City Council,1007,Corporate Services,Training and Development,16/12/2024,5105966230,McKenzie LLP,"£1,095.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683667,Redacted Personal Information,"£1,094.90"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668948,Redacted Personal Information,"£1,094.90"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,05/12/2024,1908662322,Turning Point,"£1,094.85"
Manchester City Council,1007,Corporate Services,Water - Metered,29/01/2025,1908681090,United Utilities Water Plc,"£1,094.23"
Manchester City Council,1007,Corporate Services,Gas,20/12/2024,1908680769,SEFE ENERGY Ltd,"£1,094.23"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658143,Creative Support Ltd,"£1,094.00"
Manchester City Council,1000,Manchester Leisure,Removal and Storage of Furniture,23/12/2024,5105967141,Master Moves Ltd,"£1,093.75"
Manchester City Council,1011,Chief Executives,Payments to Sub-Contractors,10/12/2024,5105965092,Redacted Personal Information,"£1,093.37"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669287,Redacted Personal Information,"£1,093.14"
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682757,iCare Solutions Manchester Limit,"£1,092.50"
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669799,Routes Healthcare (North) Ltd,"£1,092.14"
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665386,Routes Healthcare (North) Ltd,"£1,092.14"
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682543,Routes Healthcare (North) Ltd,"£1,092.14"
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673580,Routes Healthcare (North) Ltd,"£1,092.14"
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908657902,Routes Healthcare (North) Ltd,"£1,092.14"
Manchester City Council,1011,Chief Executives,Professional fees,03/12/2024,5105963951,Redacted Personal Information,"£1,092.00"
Manchester City Council,1005,Adult Social Care,Home Care ,24/12/2024,1908684578,Meridian Health and Social Care Ltd,"£1,091.59"
Manchester City Council,1004,Childrens & Education Services,Hire of Premises,16/12/2024,5105965463,Quaker Trading Ltd,"£1,091.04"
Manchester City Council,1000,Manchester Leisure,Removal and Storage of Furniture,02/01/2025,5105967528,Master Moves Ltd,"£1,090.85"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908678088,Redacted Personal Information,"£1,089.40"
Manchester City Council,1000,Manchester Leisure,Furniture,02/01/2025,5105968109,Rtec Carpets Ltd,"£1,089.00"
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908657981,Westwood Homecare (Northwest) Lt,"£1,088.40"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669052,Redacted Personal Information,"£1,087.94"
Manchester City Council,1002,Hospitality + Trading Services,Vehicle Fuel Costs,18/12/2024,5105965992,Standard Fuels Oils,"£1,087.90"
Manchester City Council,1005,Adult Social Care,RNH Permanent Pays,20/12/2024,1908679583,Moston Grange,"£1,087.73"
Manchester City Council,1011,Chief Executives,Payments to Sub-Contractors,04/12/2024,5105964181,Redacted Personal Information,"£1,086.95"
Manchester City Council,1000,Manchester Leisure,Hire of Machinery,10/12/2024,5105964964,Bradshaw Lawnmover Engineers,"£1,084.40"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677996,Wisemaster Builders Childcare Ltd,"£1,082.25"
Manchester City Council,1000,Manchester Leisure,Goods purchased for resale in Council outlets,09/12/2024,1908665922,FAIRE WHOLESALE UK LIMITE,"£1,082.00"
Manchester City Council,1000,Manchester Leisure,Housing Rents Debit,17/12/2024,1908647637,Redacted Personal Information,"£1,081.90"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668750,Redacted Personal Information,"£1,081.64"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683260,Redacted Personal Information,"£1,081.64"
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673659,The Care Company Plus Ltd,"£1,081.00"
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682861,iCare Solutions Manchester Limit,"£1,081.00"
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673612,Westwood Homecare (Northwest) Lt,"£1,081.00"
Manchester City Council,1005,Adult Social Care,ISF - Ind Bud ISF,12/12/2024,1908670441,Holistic Social Care,"£1,080.60"
Manchester City Council,1000,Manchester Leisure,Electricity,12/12/2024,1908671178,Haven Power Ltd,"£1,080.36"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683525,Redacted Personal Information,"£1,080.30"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668849,Redacted Personal Information,"£1,080.30"
Manchester City Council,1013,Highways Services,Building Materials for direct delivery,20/12/2024,5105967652,Ecomix Concrete Ltd,"£1,080.00"
Manchester City Council,1013,Highways Services,Building Materials for direct delivery,12/12/2024,5105966049,Ecomix Concrete Ltd,"£1,080.00"
Manchester City Council,1004,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",09/12/2024,1908666588,OAKFURNITURELAND.CO.UK,"£1,079.98"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668672,Redacted Personal Information,"£1,079.50"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683055,Redacted Personal Information,"£1,079.50"
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908666808,Meridian Health and Social Care Ltd,"£1,078.78"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668905,Redacted Personal Information,"£1,078.44"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683605,Redacted Personal Information,"£1,078.44"
Manchester City Council,1000,Manchester Leisure,Other Allowances,11/12/2024,1908658655,Tusker Direct,"£1,077.82"
Manchester City Council,1000,Manchester Leisure,GRIR,03/12/2024,5105963906,CPD Property Services,"£1,075.00"
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682808,iCare Solutions Manchester Limit,"£1,073.64"
Manchester City Council,1002,Hospitality + Trading Services,Hire of Machinery,02/01/2025,5105968114,R & M Developments Ltd,"£1,073.50"
Manchester City Council,1002,Hospitality + Trading Services,Hire of Machinery,19/12/2024,5105966720,R & M Developments Ltd,"£1,073.50"
Manchester City Council,1002,Hospitality + Trading Services,Hire of Machinery,02/01/2025,5105968116,R & M Developments Ltd,"£1,073.50"
Manchester City Council,1002,Hospitality + Trading Services,Hire of Machinery,10/12/2024,5105965065,R & M Developments Ltd,"£1,073.50"
Manchester City Council,1002,Hospitality + Trading Services,Hire of Machinery,10/12/2024,5105965064,R & M Developments Ltd,"£1,073.50"
Manchester City Council,1002,Hospitality + Trading Services,Hire of Machinery,05/12/2024,5105963929,R & M Developments Ltd,"£1,073.50"
Manchester City Council,1002,Hospitality + Trading Services,Hire of Machinery,05/12/2024,5105963928,R & M Developments Ltd,"£1,073.50"
Manchester City Council,1002,Hospitality + Trading Services,Hire of Machinery,19/12/2024,5105966719,R & M Developments Ltd,"£1,073.50"
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665045,H.G. Care Services Ltd,"£1,073.24"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908657842,Richmond Fellowship,"£1,073.24"
Manchester City Council,1007,Corporate Services,Water - Metered,29/01/2025,1908681096,United Utilities Water Plc,"£1,071.76"
Manchester City Council,1007,Corporate Services,Gas,20/12/2024,1908680775,SEFE ENERGY Ltd,"£1,071.76"
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673755,Care Quality Services Limited,"£1,071.11"
Manchester City Council,1011,Chief Executives,Payments to Sub-Contractors,20/12/2024,5105967414,Redacted Personal Information,"£1,071.00"
Manchester City Council,1007,Corporate Services,Gas,20/12/2024,1908680862,SEFE ENERGY Ltd,"£1,069.93"
Manchester City Council,1007,Corporate Services,Water - Metered,29/01/2025,1908681183,United Utilities Water Plc,"£1,069.93"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677667,Merry Kidz Childcare Ltd,"£1,068.60"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677621,Summit Education Society Ltd,"£1,068.60"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677858,Redacted Personal Information,"£1,068.45"
Manchester City Council,1004,Childrens & Education Services,Hire of Premises,09/12/2024,5105963795,The Monastery Manchester Ltd,"£1,065.00"
Manchester City Council,1005,Adult Social Care,Day Care Payments,23/12/2024,1908682723,Pure Innovations Ltd,"£1,064.81"
Manchester City Council,1005,Adult Social Care,Day Care Payments,23/12/2024,1908682732,Pure Innovations Ltd,"£1,064.80"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677995,Redacted Personal Information,"£1,064.70"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677608,Building Blocks Day Nursery Moston,"£1,064.70"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677599,Brighter Beginnings New Moston,"£1,064.70"
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908657969,Age UK Manchester,"£1,063.75"
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673472,Routes Healthcare (North) Ltd,"£1,062.62"
Manchester City Council,1005,Adult Social Care,Home Care ,24/12/2024,1908684578,Meridian Health and Social Care Ltd,"£1,062.32"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677889,Redacted Personal Information,"£1,062.16"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683615,Redacted Personal Information,"£1,061.50"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668909,Redacted Personal Information,"£1,061.50"
Manchester City Council,1007,Corporate Services,I T Provision,29/01/2025,5105967134,Taranto Systems Ltd,"£1,061.00"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658515,Turning Point,"£1,059.54"
Manchester City Council,1013,Highways Services,Building Materials for direct delivery,05/12/2024,5105964439,STANDARD SIGNS & TRAFFIC SYSTEMS,"£1,059.50"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677630,Foundation Years Nurs - Debdale,"£1,058.85"
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665695,Care 24 (UK) Limited,"£1,058.00"
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665061,H.G. Care Services Ltd,"£1,058.00"
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665466,The Care Company Plus Ltd,"£1,058.00"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,13/12/2024,5105966065,Gligan Fitness Ltd,"£1,058.00"
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665133,H.G. Care Services Ltd,"£1,058.00"
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669856,Age UK Manchester,"£1,058.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677632,Happy Kids Childcare Ltd,"£1,056.90"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677708,Your Nursery Ltd,"£1,056.90"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677994,Trinity House Community Resource Ce,"£1,054.95"
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665316,Routes Healthcare (North) Ltd,"£1,054.18"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683922,Redacted Personal Information,"£1,052.80"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683076,Redacted Personal Information,"£1,052.60"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668692,Redacted Personal Information,"£1,052.60"
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682866,Holistic Social Care,"£1,052.00"
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682867,Holistic Social Care,"£1,052.00"
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682868,Holistic Social Care,"£1,052.00"
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682869,Holistic Social Care,"£1,052.00"
Manchester City Council,1000,Manchester Leisure,Gas,20/12/2024,1908680781,SEFE ENERGY Ltd,"£1,051.51"
Manchester City Council,1000,Manchester Leisure,Water - Metered,29/01/2025,1908681102,United Utilities Water Plc,"£1,051.51"
Manchester City Council,1004,Childrens & Education Services,Payments for services,06/12/2024,5105964617,Teaching Personnel Ltd,"£1,050.00"
Manchester City Council,1004,Childrens & Education Services,Payments for services,12/12/2024,5105965640,Teaching Personnel Ltd,"£1,050.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,02/01/2025,5105966855,Remedi,"£1,050.00"
Manchester City Council,1004,Childrens & Education Services,Professional fees,12/12/2024,5105965444,Emotional and Trauma Support,"£1,050.00"
Manchester City Council,1007,Corporate Services,HH Support Fund,11/12/2024,1908669878,Little Spuds Day Nursery,"£1,050.00"
Manchester City Council,,Not assigned,Refund AR overpaids,16/12/2024,1908674254,Defaqto Leisure Ltd,"£1,050.00"
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",06/12/2024,1908663698,BEEHOSTING PROPERTY MANAG,"£1,050.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,18/12/2024,5105966896,Thompsons Academy LTD,"£1,050.00"
Manchester City Council,1004,Childrens & Education Services,Payments for services,16/12/2024,5105965068,Teaching Personnel Ltd,"£1,050.00"
Manchester City Council,1000,Manchester Leisure,Professional fees,12/12/2024,5105965730,Percy Westhead & Company,"£1,050.00"
Manchester City Council,1004,Childrens & Education Services,Payments for services,20/12/2024,5105967202,Redacted Personal Information,"£1,050.00"
Manchester City Council,1004,Childrens & Education Services,Payments for services,23/12/2024,5105966764,Teaching Personnel Ltd,"£1,050.00"
Manchester City Council,1004,Childrens & Education Services,Payments for services,23/12/2024,5105966761,Teaching Personnel Ltd,"£1,050.00"
Manchester City Council,1004,Childrens & Education Services,Payments for services,12/12/2024,5105965662,Teaching Personnel Ltd,"£1,050.00"
Manchester City Council,1005,Adult Social Care,Home Care ,05/12/2024,5105964087,Pennine Social Care Ltd,"£1,050.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683229,Redacted Personal Information,"£1,048.90"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669288,Redacted Personal Information,"£1,048.90"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,20/12/2024,1908679953,Olive Branch Fostering,"£1,046.57"
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669726,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,1005,Adult Social Care,Home Care ,17/12/2024,1908675627,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673503,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682581,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665326,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669836,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682490,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673698,The Care Company Plus Ltd,"£1,046.50"
Manchester City Council,1005,Adult Social Care,Home Care ,24/12/2024,1908684569,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673521,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,1005,Adult Social Care,Home Care ,11/12/2024,1908669737,Routes Healthcare (North) Ltd,"£1,046.50"
Manchester City Council,1007,Corporate Services,Water - Metered,20/12/2024,1908680476,Anglian Water Business (National),"£1,046.33"
Manchester City Council,1005,Adult Social Care,Home Care ,24/12/2024,1908684780,Grace 24/7 Care,"£1,045.59"
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908674122,Grace 24/7 Care,"£1,045.59"
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908683031,Grace 24/7 Care,"£1,045.59"
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908665864,Grace 24/7 Care,"£1,045.59"
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908658473,Grace 24/7 Care,"£1,045.59"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683755,Redacted Personal Information,"£1,045.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669006,Redacted Personal Information,"£1,045.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677578,Redacted Personal Information,"£1,044.90"
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673762,Meridian Health and Social Care Ltd,"£1,043.48"
Manchester City Council,1007,Corporate Services,Removal and Storage of Furniture,05/12/2024,5105964120,BCL,"£1,043.01"
Manchester City Council,1005,Adult Social Care,Payments for services,20/01/2025,5105966166,ESH Community,"£1,042.66"
Manchester City Council,1005,Adult Social Care,Day Care Payments,09/12/2024,1908665724,L'Arche Manchester,"£1,042.37"
Manchester City Council,1005,Adult Social Care,Day Care Payments,02/12/2024,1908657854,Venture Arts Ltd,"£1,042.16"
Manchester City Council,1000,Manchester Leisure,Furniture,24/12/2024,5105968141,Rtech Group Limited,"£1,041.67"
Manchester City Council,1000,Manchester Leisure,Electricity,12/12/2024,1908671491,Haven Power Ltd,"£1,041.17"
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673647,The Care Company Plus Ltd,"£1,040.52"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677699,Tiddlywinks Nursery-Clayton No.4 Ac,"£1,040.40"
Manchester City Council,1003,Environment and Operations,Construction Works,09/12/2024,5105963785,Bee Pedal Ready,"£1,040.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677683,Rainbow Nursery Manchester Ltd,"£1,039.35"
Manchester City Council,1000,Manchester Leisure,Supporting People Payments,03/12/2024,1700179755,The Salvation Army,"£1,039.16"
Manchester City Council,1007,Corporate Services,Travel Season TLS,04/12/2024,5105963990,Transport for Greater Manchester,"£1,038.60"
