Body Name,Business Area and Description,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,1000,Manchester Leisure,Gas,27/02/2025,1908744205,SEFE ENERGY Ltd,"£1,243.46"
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1908745125,Haven Power Ltd,"£1,242.21"
Manchester City Council,1013,Highways Services,Professional fees,14/02/2025,5105974485,Pell Frischmann Consultants Ltd,"£1,242.00"
Manchester City Council,1012,Regeneration Finance,Gas,27/02/2025,1908744224,SEFE ENERGY Ltd,"£1,241.69"
Manchester City Council,1005,Adult Social Care,Payments for services,06/02/2025,5105974541,Holgate House,"£1,241.46"
Manchester City Council,1004,Childrens & Education Services,Professional fees,28/02/2025,5105978024,Curiosity Project,"£1,240.00"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,06/02/2025,5105974429,Reach out to the Community,"£1,240.00"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,06/02/2025,5105974427,Reach out to the Community,"£1,240.00"
Manchester City Council,1010,Housing Revenue Account,Gas,27/02/2025,1908744113,SEFE ENERGY Ltd,"£1,239.01"
Manchester City Council,1012,Regeneration Finance,Training and Development,07/02/2025,1908722569,Redacted Personal Information,"£1,237.65"
Manchester City Council,1004,Childrens & Education Services,Payments for services,14/02/2025,5105976064,SENsational Tutors Ltd,"£1,237.50"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,25/02/2025,1908740274,Redacted Personal Information,"£1,236.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729519,Kenwood Day Nursery,"£1,236.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736804,Redacted Personal Information,"£1,236.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721122,Redacted Personal Information,"£1,236.00"
Manchester City Council,1012,Regeneration Finance,Water - Metered,27/02/2025,1908744531,Anglian Water Business (National),"£1,234.29"
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1908744611,Haven Power Ltd,"£1,233.90"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721021,Redacted Personal Information,"£1,231.66"
Manchester City Council,1000,Manchester Leisure,Goods purchased for resale in Council outlets,06/02/2025,5105974437,The Manchester College,"£1,230.40"
Manchester City Council,1004,Childrens & Education Services,Professional fees,17/02/2025,5105976067,Alpha Biolaboratories Limited,"£1,230.00"
Manchester City Council,1005,Adult Social Care,Cleaning Equipment and Materials,13/02/2025,5105975402,Concept Care,"£1,230.00"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,24/02/2025,5105976199,St Georges Community Centre.,"£1,230.00"
Manchester City Council,1000,Manchester Leisure,Professional fees,27/02/2025,5105977789,Redacted Personal Information,"£1,230.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720867,Redacted Personal Information,"£1,228.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736555,Redacted Personal Information,"£1,228.00"
Manchester City Council,1012,Regeneration Finance,External repairs and maintenance for buildings,19/02/2025,5105975621,Biffa Municipal Limited,"£1,225.35"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736927,Redacted Personal Information,"£1,225.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720784,Redacted Personal Information,"£1,225.00"
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",13/02/2025,1908731021,SQ *AM7 GROUP LTD,"£1,225.00"
Manchester City Council,1012,Regeneration Finance,Legal Fees,20/02/2025,1908738768,CEDR Services Limited,"£1,225.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721192,Redacted Personal Information,"£1,225.00"
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",13/02/2025,1908730782,SQ *AM7 GROUP LTD,"£1,225.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736472,Redacted Personal Information,"£1,225.00"
Manchester City Council,1004,Childrens & Education Services,Payments for services,07/02/2025,5105974803,Staff Resources Ltd,"£1,224.00"
Manchester City Council,1000,Manchester Leisure,Special Event,17/02/2025,5105976506,Manchester Central,"£1,224.00"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,24/02/2025,5105976468,Wythenshawe Community Housing Group,"£1,223.64"
Manchester City Council,1007,Corporate Services,Electricity,27/02/2025,1908745080,Haven Power Ltd,"£1,222.60"
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,06/02/2025,5105974018,Rexel UK Ltd,"£1,222.43"
Manchester City Council,1012,Regeneration Finance,External repairs and maintenance for buildings,25/02/2025,5105976054,Drees & Sommer UK Limited,"£1,222.11"
Manchester City Council,1012,Regeneration Finance,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£1,221.14"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720771,Redacted Personal Information,"£1,220.46"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736460,Redacted Personal Information,"£1,220.46"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720961,Redacted Personal Information,"£1,219.50"
Manchester City Council,1012,Regeneration Finance,Home Care ,18/02/2025,1908734365,Martenscroft Nursery School,"£1,217.50"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,24/02/2025,1908740137,Reed Employment Plc,"£1,215.90"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736522,Redacted Personal Information,"£1,214.82"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720834,Redacted Personal Information,"£1,214.82"
Manchester City Council,1000,Manchester Leisure,Responsive Repairs Work,28/02/2025,5105977610,EQUANS Regeneration Limited,"£1,214.16"
Manchester City Council,1004,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",20/02/2025,1908738814,NFEE3230456M UKVI,"£1,214.00"
Manchester City Council,1004,Childrens & Education Services,Personal needs of client,20/02/2025,1908738809,NFEE3231145M UKVI,"£1,214.00"
Manchester City Council,1005,Adult Social Care,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£1,212.60"
Manchester City Council,1004,Childrens & Education Services,Payments for services,13/02/2025,5105975957,Redacted Personal Information,"£1,210.72"
Manchester City Council,1007,Corporate Services,Training and Development,17/02/2025,5105976345,The Learn Centre,"£1,210.30"
Manchester City Council,1000,Manchester Leisure,Furniture,28/02/2025,5105977642,Accommodation Links Ltd,"£1,210.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736934,Redacted Personal Information,"£1,209.83"
Manchester City Council,1002,Hospitality + Trading Services,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£1,209.42"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720813,Redacted Personal Information,"£1,208.20"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721075,Redacted Personal Information,"£1,208.20"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736500,Redacted Personal Information,"£1,208.20"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736758,Redacted Personal Information,"£1,208.20"
Manchester City Council,1012,Regeneration Finance,Training and Development,14/02/2025,5105974566,Open Awards,"£1,207.50"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,28/02/2025,5105977873,Tameside Metropolitan Bouough,"£1,207.05"
Manchester City Council,1005,Adult Social Care,Equipment,24/02/2025,5105976821,Drive Devilbiss Healthcare Ltd,"£1,206.90"
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,28/02/2025,5105977239,Master Moves Ltd,"£1,204.91"
Manchester City Council,1011,Chief Executives,Legal Fees,03/02/2025,1908717763,DGM Solicitors,"£1,202.15"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,13/02/2025,5105976044,One Manchester Limited,"£1,201.72"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,13/02/2025,5105976043,One Manchester Limited,"£1,201.72"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,03/02/2025,5105973767,One Manchester Limited,"£1,201.72"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,13/02/2025,5105976040,One Manchester Limited,"£1,201.72"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,13/02/2025,5105976039,One Manchester Limited,"£1,201.72"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,03/02/2025,5105973730,One Manchester Limited,"£1,201.72"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,03/02/2025,5105973761,One Manchester Limited,"£1,201.72"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,03/02/2025,5105973762,One Manchester Limited,"£1,201.72"
Manchester City Council,1005,Adult Social Care,Payments for services,14/02/2025,1908733292,Surrey Lodge Group Practice,"£1,200.10"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,06/02/2025,5105974428,Reach out to the Community,"£1,200.00"
Manchester City Council,1007,Corporate Services,HH Support Fund,21/02/2025,1908739059,Collyhurst Nursery School,"£1,200.00"
Manchester City Council,1009,Housing General Fund,Works and associated costs for Land and Buildings,10/02/2025,5105974557,Aubrey Lee & Co,"£1,200.00"
Manchester City Council,1000,Manchester Leisure,Professional fees,20/02/2025,5105974608,AV Resilience Ltd,"£1,200.00"
Manchester City Council,1011,Chief Executives,Advertising,26/02/2025,5105977734,Fonemedia Limited,"£1,200.00"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,06/02/2025,5105974430,Reach out to the Community,"£1,200.00"
Manchester City Council,1013,Highways Services,Payments to Sub-Contractors,28/02/2025,5105977152,Northern Marking Limited,"£1,200.00"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,04/02/2025,5105973938,Wai Yin Society,"£1,200.00"
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",03/02/2025,1908717283,IPHONE REPAIR PICCADILLY,"£1,200.00"
Manchester City Council,1004,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",03/02/2025,1908717319,STORMFORCEGAMING,"£1,199.99"
Manchester City Council,1006,Childrens Services,Apprenticeship Levy,28/02/2025,1908745701,HM Revenue & Customs,"£1,199.27"
Manchester City Council,1000,Manchester Leisure,Removal and Storage of Furniture,03/02/2025,5105973611,Master Moves Ltd,"£1,198.91"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736932,Redacted Personal Information,"£1,197.00"
Manchester City Council,1000,Manchester Leisure,Bed & Breakfast Acc,26/02/2025,5105977635,Redacted Personal Information,"£1,196.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720700,Redacted Personal Information,"£1,196.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736377,Redacted Personal Information,"£1,196.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736134,Redacted Personal Information,"£1,196.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720462,Redacted Personal Information,"£1,196.00"
Manchester City Council,1013,Highways Services,Building Materials for direct delivery,14/02/2025,5105976058,STANDARD SIGNS & TRAFFIC SYSTEMS,"£1,193.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720737,Redacted Personal Information,"£1,191.96"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736424,Redacted Personal Information,"£1,191.96"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720951,Redacted Personal Information,"£1,190.90"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736636,Redacted Personal Information,"£1,190.90"
Manchester City Council,1000,Manchester Leisure,Bed & Breakfast Acc,10/02/2025,5105973873,Redacted Personal Information,"£1,189.00"
Manchester City Council,1000,Manchester Leisure,Rents,19/02/2025,5105975147,Momo Properties LTD,"£1,189.00"
Manchester City Council,1007,Corporate Services,WPS Awards,10/02/2025,5105973540,Furniture Resource Centre Ltd,"£1,188.20"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736373,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721322,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720397,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720399,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736404,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736079,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736583,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736077,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720893,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720387,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736679,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720782,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720696,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720697,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736470,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736372,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721230,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736066,Redacted Personal Information,"£1,188.00"
Manchester City Council,1004,Childrens & Education Services,Professional fees,04/02/2025,5105973804,Liam Trippier School Improvement,"£1,187.50"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721327,Redacted Personal Information,"£1,186.07"
Manchester City Council,1004,Childrens & Education Services,Professional fees,17/02/2025,5105976113,Alpha Biolaboratories Limited,"£1,185.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720414,Redacted Personal Information,"£1,184.60"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736094,Redacted Personal Information,"£1,184.60"
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1908744572,Haven Power Ltd,"£1,183.82"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720738,Redacted Personal Information,"£1,181.78"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736425,Redacted Personal Information,"£1,181.78"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,11/02/2025,5105975229,Planit,"£1,181.25"
Manchester City Council,1011,Chief Executives,Signers/Interpreters,10/02/2025,5105974749,Redacted Personal Information,"£1,181.25"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721028,Redacted Personal Information,"£1,180.00"
Manchester City Council,1004,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",13/02/2025,1908731016,CT BROOK ACCOMODATION,"£1,180.00"
Manchester City Council,1004,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",13/02/2025,1908730772,CT BROOK ACCOMODATION,"£1,180.00"
Manchester City Council,1004,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",13/02/2025,1908730516,CT BROOK ACCOMODATION,"£1,180.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721079,Redacted Personal Information,"£1,180.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736762,Redacted Personal Information,"£1,180.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736707,Redacted Personal Information,"£1,180.00"
Manchester City Council,1000,Manchester Leisure,Rents,27/02/2025,5105977831,Houses4Homes 4U Ltd,"£1,179.25"
Manchester City Council,1000,Manchester Leisure,Rents,17/02/2025,5105976139,Houses4Homes 4U Ltd,"£1,179.25"
Manchester City Council,1000,Manchester Leisure,Rents,10/02/2025,5105974323,Houses4Homes 4U Ltd,"£1,179.25"
Manchester City Council,1007,Corporate Services,I T Provision,28/02/2025,5105973879,Insight Direct (Uk) Ltd,"£1,179.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720515,Redacted Personal Information,"£1,178.90"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736190,Redacted Personal Information,"£1,178.90"
Manchester City Council,1005,Adult Social Care,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£1,178.89"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,07/02/2025,5105974577,Ladybarn Community Hub,"£1,177.00"
Manchester City Council,1000,Manchester Leisure,Security,28/02/2025,5105978157,UNIQUE SPECIALIST SERVICES,"£1,176.00"
Manchester City Council,1000,Manchester Leisure,Security,19/02/2025,5105975538,UNIQUE SPECIALIST SERVICES,"£1,176.00"
Manchester City Council,1000,Manchester Leisure,Security,26/02/2025,5105976843,UNIQUE SPECIALIST SERVICES,"£1,176.00"
Manchester City Council,1000,Manchester Leisure,Security,12/02/2025,5105973857,UNIQUE SPECIALIST SERVICES,"£1,176.00"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£1,175.37"
Manchester City Council,1004,Childrens & Education Services,Payments for services,07/02/2025,5105974807,Staff Resources Ltd,"£1,173.00"
Manchester City Council,1011,Chief Executives,Legal Fees,17/02/2025,1908733514,Warwickshire County Council,"£1,170.00"
Manchester City Council,1000,Manchester Leisure,Removal and Storage of Furniture,28/02/2025,5105975572,Master Moves Ltd,"£1,167.71"
Manchester City Council,1007,Corporate Services,Gas,27/02/2025,1908744169,SEFE ENERGY Ltd,"£1,165.17"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,24/02/2025,1908740137,Reed Employment Plc,"£1,162.62"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720658,Redacted Personal Information,"£1,162.46"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736333,Redacted Personal Information,"£1,162.46"
Manchester City Council,1007,Corporate Services,Electricity,27/02/2025,1908745047,Haven Power Ltd,"£1,160.55"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720441,Redacted Personal Information,"£1,160.00"
Manchester City Council,1005,Adult Social Care,Equipment,20/02/2025,5105975569,Etac Ltd,"£1,160.00"
Manchester City Council,1000,Manchester Leisure,Rents,24/02/2025,5105976374,Grovewell Properties LTD,"£1,160.00"
Manchester City Council,1000,Manchester Leisure,Rents,14/02/2025,5105974532,Grovewell Properties LTD,"£1,160.00"
Manchester City Council,1000,Manchester Leisure,Rents,11/02/2025,5105974123,Dira Property Management,"£1,160.00"
Manchester City Council,1000,Manchester Leisure,Rents,27/02/2025,5105977940,Intra City Investments,"£1,160.00"
Manchester City Council,1000,Manchester Leisure,Rents,27/02/2025,5105977939,Intra City Investments,"£1,160.00"
Manchester City Council,1012,Regeneration Finance,Home Care ,18/02/2025,1908734392,Clever Bees Nursery Ltd,"£1,160.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736113,Redacted Personal Information,"£1,160.00"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/02/2025,1908718471,Reed Employment Plc,"£1,156.80"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720703,Redacted Personal Information,"£1,156.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736382,Redacted Personal Information,"£1,156.00"
Manchester City Council,1006,Childrens Services,Apprenticeship Levy,28/02/2025,1908745701,HM Revenue & Customs,"£1,155.32"
Manchester City Council,1000,Manchester Leisure,Gas,27/02/2025,1908744122,SEFE ENERGY Ltd,"£1,154.79"
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1908744639,Haven Power Ltd,"£1,154.32"
Manchester City Council,1006,Childrens Services,Apprenticeship Levy,28/02/2025,1908745701,HM Revenue & Customs,"£1,153.95"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,17/02/2025,5105976378,Wythenshawe Community Housing Group,"£1,152.06"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,06/02/2025,5105974499,Wythenshawe Community Housing Group,"£1,152.06"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,06/02/2025,5105974498,Wythenshawe Community Housing Group,"£1,152.06"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,06/02/2025,5105974497,Wythenshawe Community Housing Group,"£1,152.06"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,17/02/2025,5105976379,Wythenshawe Community Housing Group,"£1,152.06"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,17/02/2025,5105976380,Wythenshawe Community Housing Group,"£1,152.06"
Manchester City Council,1002,Hospitality + Trading Services,Security,28/02/2025,5105974193,Showsec International Ltd,"£1,151.15"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720819,Redacted Personal Information,"£1,150.70"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736506,Redacted Personal Information,"£1,150.70"
Manchester City Council,1000,Manchester Leisure,Third party payments to other Local Authorities,14/02/2025,5105976049,Leeds City Council,"£1,150.40"
Manchester City Council,1005,Adult Social Care,Agency staff provision,24/02/2025,1908740137,Reed Employment Plc,"£1,149.12"
Manchester City Council,1000,Manchester Leisure,Legal Fees,03/02/2025,1908717827,True Solicitors,"£1,147.55"
Manchester City Council,1000,Manchester Leisure,Building Materials for direct delivery,27/02/2025,5105977946,Tudor Environmental,"£1,146.64"
Manchester City Council,1010,Housing Revenue Account,Council Dwelling Adaptations,20/02/2025,5105975508,Master Moves Ltd,"£1,146.49"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720417,Redacted Personal Information,"£1,146.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736095,Redacted Personal Information,"£1,146.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736924,Redacted Personal Information,"£1,146.00"
Manchester City Council,1005,Adult Social Care,Agency staff provision,10/02/2025,1908726320,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/02/2025,1908718471,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/02/2025,1908718471,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,24/02/2025,1908740137,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,24/02/2025,1908740137,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,24/02/2025,1908740137,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,24/02/2025,1908740137,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/02/2025,1908718471,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,10/02/2025,1908726320,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,10/02/2025,1908726320,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,10/02/2025,1908726320,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,24/02/2025,1908740137,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£1,145.55"
Manchester City Council,1005,Adult Social Care,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£1,145.55"
Manchester City Council,1007,Corporate Services,Security,13/02/2025,5105973841,MITIE SECURITY LIMITED,"£1,144.99"
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1908745252,Haven Power Ltd,"£1,144.91"
Manchester City Council,1005,Adult Social Care,Agency staff provision,10/02/2025,1908726320,Reed Employment Plc,"£1,144.00"
Manchester City Council,1007,Corporate Services,Professional Fees,18/02/2025,5105976477,Keelagher Okey Associates Ltd t/a,"£1,143.75"
Manchester City Council,1007,Corporate Services,Gas,27/02/2025,1908744204,SEFE ENERGY Ltd,"£1,143.41"
Manchester City Council,1002,Hospitality + Trading Services,Building Materials for direct delivery,03/02/2025,1908717192,NORTHERNARB TREE SERVIC,"£1,140.00"
Manchester City Council,1011,Chief Executives,Legal Fees,18/02/2025,1908734402,Memory Assessment Experts (MAE) Ltd,"£1,139.90"
Manchester City Council,1005,Adult Social Care,Agency staff provision,10/02/2025,1908726320,Reed Employment Plc,"£1,139.49"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£1,138.55"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,24/02/2025,1908740137,Reed Employment Plc,"£1,138.55"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,04/02/2025,1908718471,Reed Employment Plc,"£1,138.55"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,10/02/2025,1908726320,Reed Employment Plc,"£1,138.55"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720727,Redacted Personal Information,"£1,138.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736413,Redacted Personal Information,"£1,138.00"
Manchester City Council,1011,Chief Executives,Signers/Interpreters,24/02/2025,5105977289,Redacted Personal Information,"£1,137.60"
Manchester City Council,1013,Highways Services,Building Materials for direct delivery,24/02/2025,1908740134,Aggregate Industries T/A Kennedy,"£1,137.58"
Manchester City Council,1007,Corporate Services,I T Provision,28/02/2025,5105977655,Taranto Systems Ltd,"£1,136.00"
Manchester City Council,1002,Hospitality + Trading Services,Electricity,27/02/2025,1908745149,Haven Power Ltd,"£1,134.49"
Manchester City Council,1002,Hospitality + Trading Services,Funeral and coroner related services,14/02/2025,5105976092,TARMAC,"£1,134.08"
Manchester City Council,1002,Hospitality + Trading Services,Funeral and coroner related services,13/02/2025,5105976016,TARMAC,"£1,134.08"
Manchester City Council,1007,Corporate Services,Cleaning Equipment and Materials,28/02/2025,5105977037,Alliance Disposables Ltd,"£1,132.75"
Manchester City Council,1007,Corporate Services,Cleaning Equipment and Materials,20/02/2025,5105977036,Alliance Disposables Ltd,"£1,132.75"
Manchester City Council,1004,Childrens & Education Services,Professional fees,19/02/2025,1908726415,Redacted Personal Information,"£1,132.50"
